query_id,response_id,url,domain
16327,40034,https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights/the-top-trends-in-tech,mckinsey.com
16468,40210,https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights/the-top-trends-in-tech,mckinsey.com
16376,40157,https://hai.stanford.edu/ai-index/2025-ai-index-report,stanford.edu
15888,39652,https://hai.stanford.edu/ai-index/2025-ai-index-report,stanford.edu
15885,39633,https://hai.stanford.edu/ai-index/2025-ai-index-report,stanford.edu
13882,33573,https://hai.stanford.edu/ai-index/2025-ai-index-report,stanford.edu
16468,40210,https://hai.stanford.edu/ai-index/2025-ai-index-report,stanford.edu
16456,40189,https://news.mit.edu/2025/explained-generative-ai-environmental-impact-0117,mit.edu
16454,40221,https://news.mit.edu/2025/explained-generative-ai-environmental-impact-0117,mit.edu
16283,40013,https://news.mit.edu/2025/explained-generative-ai-environmental-impact-0117,mit.edu
16280,39985,https://news.mit.edu/2025/explained-generative-ai-environmental-impact-0117,mit.edu
16277,39980,https://news.mit.edu/2025/explained-generative-ai-environmental-impact-0117,mit.edu
15939,39731,https://news.mit.edu/2025/explained-generative-ai-environmental-impact-0117,mit.edu
15934,39718,https://news.mit.edu/2025/explained-generative-ai-environmental-impact-0117,mit.edu
13801,33425,https://news.mit.edu/2025/explained-generative-ai-environmental-impact-0117,mit.edu
16425,40127,https://www.schiller.edu/blog/five-key-reasons-to-study-a-master-degree-in-data-science/,schiller.edu
16384,40162,https://www.schiller.edu/blog/five-key-reasons-to-study-a-master-degree-in-data-science/,schiller.edu
16327,40034,https://www.schiller.edu/blog/five-key-reasons-to-study-a-master-degree-in-data-science/,schiller.edu
13739,33392,https://www.schiller.edu/blog/five-key-reasons-to-study-a-master-degree-in-data-science/,schiller.edu
13718,33385,https://www.schiller.edu/blog/five-key-reasons-to-study-a-master-degree-in-data-science/,schiller.edu
16187,39919,https://www.schiller.edu/blog/five-key-reasons-to-study-a-master-degree-in-data-science/,schiller.edu
16184,39931,https://www.schiller.edu/blog/five-key-reasons-to-study-a-master-degree-in-data-science/,schiller.edu
16079,39776,https://www.schiller.edu/blog/five-key-reasons-to-study-a-master-degree-in-data-science/,schiller.edu
16049,39740,https://www.schiller.edu/blog/five-key-reasons-to-study-a-master-degree-in-data-science/,schiller.edu
16044,39788,https://www.schiller.edu/blog/five-key-reasons-to-study-a-master-degree-in-data-science/,schiller.edu
15969,39676,https://www.schiller.edu/blog/five-key-reasons-to-study-a-master-degree-in-data-science/,schiller.edu
15966,39683,https://www.schiller.edu/blog/five-key-reasons-to-study-a-master-degree-in-data-science/,schiller.edu
15964,39670,https://www.schiller.edu/blog/five-key-reasons-to-study-a-master-degree-in-data-science/,schiller.edu
15866,39640,https://www.schiller.edu/blog/five-key-reasons-to-study-a-master-degree-in-data-science/,schiller.edu
15821,39584,https://www.schiller.edu/blog/five-key-reasons-to-study-a-master-degree-in-data-science/,schiller.edu
15813,39607,https://www.schiller.edu/blog/five-key-reasons-to-study-a-master-degree-in-data-science/,schiller.edu
16564,40304,https://www.schiller.edu/blog/five-key-reasons-to-study-a-master-degree-in-data-science/,schiller.edu
16517,40245,https://www.schiller.edu/blog/five-key-reasons-to-study-a-master-degree-in-data-science/,schiller.edu
16501,40227,https://www.schiller.edu/blog/five-key-reasons-to-study-a-master-degree-in-data-science/,schiller.edu
16496,40222,https://www.schiller.edu/blog/five-key-reasons-to-study-a-master-degree-in-data-science/,schiller.edu
16494,40241,https://www.schiller.edu/blog/five-key-reasons-to-study-a-master-degree-in-data-science/,schiller.edu
13839,33511,https://www.simplilearn.com/data-science-trends-article,simplilearn.com
16468,40210,https://www.simplilearn.com/data-science-trends-article,simplilearn.com
16467,40204,https://www.simplilearn.com/data-science-trends-article,simplilearn.com
13829,33554,https://www.simplilearn.com/data-science-trends-article,simplilearn.com
13828,33494,https://www.simplilearn.com/data-science-trends-article,simplilearn.com
13827,33492,https://www.simplilearn.com/data-science-trends-article,simplilearn.com
13725,33457,https://www.simplilearn.com/data-science-trends-article,simplilearn.com
13723,33441,https://www.simplilearn.com/data-science-trends-article,simplilearn.com
13718,33385,https://www.simplilearn.com/data-science-trends-article,simplilearn.com
16374,40099,https://www.simplilearn.com/data-science-trends-article,simplilearn.com
16348,40113,https://www.simplilearn.com/data-science-trends-article,simplilearn.com
16344,40151,https://www.simplilearn.com/data-science-trends-article,simplilearn.com
16328,40050,https://www.simplilearn.com/data-science-trends-article,simplilearn.com
16006,39745,https://www.simplilearn.com/data-science-trends-article,simplilearn.com
16000,39746,https://www.simplilearn.com/data-science-trends-article,simplilearn.com
15929,39689,https://www.simplilearn.com/data-science-trends-article,simplilearn.com
15927,39721,https://www.simplilearn.com/data-science-trends-article,simplilearn.com
15867,39660,https://www.simplilearn.com/data-science-trends-article,simplilearn.com
15864,39625,https://www.simplilearn.com/data-science-trends-article,simplilearn.com
13882,33573,https://www.simplilearn.com/data-science-trends-article,simplilearn.com
13863,33562,https://www.simplilearn.com/data-science-trends-article,simplilearn.com
16346,40119,https://365datascience.com/career-advice/the-future-of-data-science/,365datascience.com
16344,40151,https://365datascience.com/career-advice/the-future-of-data-science/,365datascience.com
16287,40150,https://365datascience.com/career-advice/the-future-of-data-science/,365datascience.com
13830,33489,https://365datascience.com/career-advice/the-future-of-data-science/,365datascience.com
13829,33554,https://365datascience.com/career-advice/the-future-of-data-science/,365datascience.com
13827,33492,https://365datascience.com/career-advice/the-future-of-data-science/,365datascience.com
13725,33457,https://365datascience.com/career-advice/the-future-of-data-science/,365datascience.com
13723,33441,https://365datascience.com/career-advice/the-future-of-data-science/,365datascience.com
13718,33385,https://365datascience.com/career-advice/the-future-of-data-science/,365datascience.com
15996,39758,https://365datascience.com/career-advice/the-future-of-data-science/,365datascience.com
15992,39691,https://365datascience.com/career-advice/the-future-of-data-science/,365datascience.com
15929,39689,https://365datascience.com/career-advice/the-future-of-data-science/,365datascience.com
15886,39606,https://365datascience.com/career-advice/the-future-of-data-science/,365datascience.com
15864,39625,https://365datascience.com/career-advice/the-future-of-data-science/,365datascience.com
13864,33513,https://365datascience.com/career-advice/the-future-of-data-science/,365datascience.com
13863,33562,https://365datascience.com/career-advice/the-future-of-data-science/,365datascience.com
13842,33499,https://365datascience.com/career-advice/the-future-of-data-science/,365datascience.com
13841,33555,https://365datascience.com/career-advice/the-future-of-data-science/,365datascience.com
13839,33511,https://365datascience.com/career-advice/the-future-of-data-science/,365datascience.com
16489,40253,https://365datascience.com/career-advice/the-future-of-data-science/,365datascience.com
16378,40160,https://365datascience.com/career-advice/the-future-of-data-science/,365datascience.com
16377,40130,https://365datascience.com/career-advice/the-future-of-data-science/,365datascience.com
16374,40099,https://365datascience.com/career-advice/the-future-of-data-science/,365datascience.com
16350,40061,https://365datascience.com/career-advice/the-future-of-data-science/,365datascience.com
16344,40151,https://www.bu.edu/cds-faculty/stay-connected/data-science-resources/future-of-data-science/,bu.edu
16333,40132,https://www.bu.edu/cds-faculty/stay-connected/data-science-resources/future-of-data-science/,bu.edu
16328,40050,https://www.bu.edu/cds-faculty/stay-connected/data-science-resources/future-of-data-science/,bu.edu
13841,33555,https://www.bu.edu/cds-faculty/stay-connected/data-science-resources/future-of-data-science/,bu.edu
13827,33492,https://www.bu.edu/cds-faculty/stay-connected/data-science-resources/future-of-data-science/,bu.edu
13725,33457,https://www.bu.edu/cds-faculty/stay-connected/data-science-resources/future-of-data-science/,bu.edu
13723,33441,https://www.bu.edu/cds-faculty/stay-connected/data-science-resources/future-of-data-science/,bu.edu
13718,33385,https://www.bu.edu/cds-faculty/stay-connected/data-science-resources/future-of-data-science/,bu.edu
16325,40029,https://www.bu.edu/cds-faculty/stay-connected/data-science-resources/future-of-data-science/,bu.edu
16287,40150,https://www.bu.edu/cds-faculty/stay-connected/data-science-resources/future-of-data-science/,bu.edu
16006,39745,https://www.bu.edu/cds-faculty/stay-connected/data-science-resources/future-of-data-science/,bu.edu
16000,39746,https://www.bu.edu/cds-faculty/stay-connected/data-science-resources/future-of-data-science/,bu.edu
15929,39689,https://www.bu.edu/cds-faculty/stay-connected/data-science-resources/future-of-data-science/,bu.edu
15927,39721,https://www.bu.edu/cds-faculty/stay-connected/data-science-resources/future-of-data-science/,bu.edu
15925,39634,https://www.bu.edu/cds-faculty/stay-connected/data-science-resources/future-of-data-science/,bu.edu
15885,39633,https://www.bu.edu/cds-faculty/stay-connected/data-science-resources/future-of-data-science/,bu.edu
15884,39602,https://www.bu.edu/cds-faculty/stay-connected/data-science-resources/future-of-data-science/,bu.edu
15864,39625,https://www.bu.edu/cds-faculty/stay-connected/data-science-resources/future-of-data-science/,bu.edu
13882,33573,https://www.bu.edu/cds-faculty/stay-connected/data-science-resources/future-of-data-science/,bu.edu
13863,33562,https://www.bu.edu/cds-faculty/stay-connected/data-science-resources/future-of-data-science/,bu.edu
16468,40210,https://www.bu.edu/cds-faculty/stay-connected/data-science-resources/future-of-data-science/,bu.edu
16467,40204,https://www.bu.edu/cds-faculty/stay-connected/data-science-resources/future-of-data-science/,bu.edu
16374,40099,https://www.bu.edu/cds-faculty/stay-connected/data-science-resources/future-of-data-science/,bu.edu
16351,40155,https://www.bu.edu/cds-faculty/stay-connected/data-science-resources/future-of-data-science/,bu.edu
16350,40061,https://www.bu.edu/cds-faculty/stay-connected/data-science-resources/future-of-data-science/,bu.edu
13718,33385,https://datascience.nih.gov/sites/default/files/2025-05/NIH%20Strategic%20Plan%20for%20Data%20Science%202025-2030.pdf,nih.gov
16287,40150,https://www.ucumberlands.edu/blog/the-future-of-data-science-emerging-technologies-and-trends,ucumberlands.edu
16006,39745,https://www.ucumberlands.edu/blog/the-future-of-data-science-emerging-technologies-and-trends,ucumberlands.edu
15996,39758,https://www.ucumberlands.edu/blog/the-future-of-data-science-emerging-technologies-and-trends,ucumberlands.edu
13841,33555,https://www.ucumberlands.edu/blog/the-future-of-data-science-emerging-technologies-and-trends,ucumberlands.edu
13839,33511,https://www.ucumberlands.edu/blog/the-future-of-data-science-emerging-technologies-and-trends,ucumberlands.edu
13829,33554,https://www.ucumberlands.edu/blog/the-future-of-data-science-emerging-technologies-and-trends,ucumberlands.edu
13827,33492,https://www.ucumberlands.edu/blog/the-future-of-data-science-emerging-technologies-and-trends,ucumberlands.edu
13723,33441,https://www.ucumberlands.edu/blog/the-future-of-data-science-emerging-technologies-and-trends,ucumberlands.edu
13718,33385,https://www.ucumberlands.edu/blog/the-future-of-data-science-emerging-technologies-and-trends,ucumberlands.edu
15933,39739,https://www.ucumberlands.edu/blog/the-future-of-data-science-emerging-technologies-and-trends,ucumberlands.edu
15931,39741,https://www.ucumberlands.edu/blog/the-future-of-data-science-emerging-technologies-and-trends,ucumberlands.edu
15929,39689,https://www.ucumberlands.edu/blog/the-future-of-data-science-emerging-technologies-and-trends,ucumberlands.edu
15927,39721,https://www.ucumberlands.edu/blog/the-future-of-data-science-emerging-technologies-and-trends,ucumberlands.edu
15885,39633,https://www.ucumberlands.edu/blog/the-future-of-data-science-emerging-technologies-and-trends,ucumberlands.edu
15884,39602,https://www.ucumberlands.edu/blog/the-future-of-data-science-emerging-technologies-and-trends,ucumberlands.edu
15870,39612,https://www.ucumberlands.edu/blog/the-future-of-data-science-emerging-technologies-and-trends,ucumberlands.edu
15867,39660,https://www.ucumberlands.edu/blog/the-future-of-data-science-emerging-technologies-and-trends,ucumberlands.edu
15864,39625,https://www.ucumberlands.edu/blog/the-future-of-data-science-emerging-technologies-and-trends,ucumberlands.edu
13882,33573,https://www.ucumberlands.edu/blog/the-future-of-data-science-emerging-technologies-and-trends,ucumberlands.edu
13863,33562,https://www.ucumberlands.edu/blog/the-future-of-data-science-emerging-technologies-and-trends,ucumberlands.edu
16467,40204,https://www.ucumberlands.edu/blog/the-future-of-data-science-emerging-technologies-and-trends,ucumberlands.edu
16374,40099,https://www.ucumberlands.edu/blog/the-future-of-data-science-emerging-technologies-and-trends,ucumberlands.edu
16344,40151,https://www.ucumberlands.edu/blog/the-future-of-data-science-emerging-technologies-and-trends,ucumberlands.edu
16333,40132,https://www.ucumberlands.edu/blog/the-future-of-data-science-emerging-technologies-and-trends,ucumberlands.edu
16377,40130,https://imarticus.org/blog/top-data-science-careers-by-2030/,imarticus.org
16346,40119,https://www.bibs.co.in/blog/the-future-of-data-science-a-masters-degree-guide-for-2025,bibs.co.in
16345,40067,https://www.bibs.co.in/blog/the-future-of-data-science-a-masters-degree-guide-for-2025,bibs.co.in
16333,40132,https://www.bibs.co.in/blog/the-future-of-data-science-a-masters-degree-guide-for-2025,bibs.co.in
13830,33489,https://www.bibs.co.in/blog/the-future-of-data-science-a-masters-degree-guide-for-2025,bibs.co.in
13829,33554,https://www.bibs.co.in/blog/the-future-of-data-science-a-masters-degree-guide-for-2025,bibs.co.in
13828,33494,https://www.bibs.co.in/blog/the-future-of-data-science-a-masters-degree-guide-for-2025,bibs.co.in
13718,33385,https://www.bibs.co.in/blog/the-future-of-data-science-a-masters-degree-guide-for-2025,bibs.co.in
16290,40035,https://www.bibs.co.in/blog/the-future-of-data-science-a-masters-degree-guide-for-2025,bibs.co.in
16287,40150,https://www.bibs.co.in/blog/the-future-of-data-science-a-masters-degree-guide-for-2025,bibs.co.in
15929,39689,https://www.bibs.co.in/blog/the-future-of-data-science-a-masters-degree-guide-for-2025,bibs.co.in
15928,39685,https://www.bibs.co.in/blog/the-future-of-data-science-a-masters-degree-guide-for-2025,bibs.co.in
15889,39649,https://www.bibs.co.in/blog/the-future-of-data-science-a-masters-degree-guide-for-2025,bibs.co.in
13864,33513,https://www.bibs.co.in/blog/the-future-of-data-science-a-masters-degree-guide-for-2025,bibs.co.in
13842,33499,https://www.bibs.co.in/blog/the-future-of-data-science-a-masters-degree-guide-for-2025,bibs.co.in
13830,33489,https://www.dasca.org/newsroom/the-future-of-data-science-emerging-trends-for-2025-and-beyond,dasca.org
13829,33554,https://www.dasca.org/newsroom/the-future-of-data-science-emerging-trends-for-2025-and-beyond,dasca.org
13828,33494,https://www.dasca.org/newsroom/the-future-of-data-science-emerging-trends-for-2025-and-beyond,dasca.org
13827,33492,https://www.dasca.org/newsroom/the-future-of-data-science-emerging-trends-for-2025-and-beyond,dasca.org
